company_name,company_number,company_status,company_type,date_of_cessation,date_of_creation,sic_codes,company_subtype,address_line_1,locality,postal_code,address_line_2,region,country,SICCODE_0,SICCODE_1,SICCODE_2,SICCODE_3,Value
AGROLIBANO UK LTD,10704891,Active,ltd,,03-04-2017,[46310],,CLAY LAKE PRODUCE PARK,SPALDING,PE12 6BL,CLAY LAKE,Lincolnshire,UNITED KINGDOM,46310,,,,TRUE
AGROMARK FRESH PRODUCE UK LIMITED,11919383,Active,ltd,,01-04-2019,[46310],,"OFFICES, A E LENTON LIMITED CHURCH END",BOSTON,PE22 8NE,FRISKNEY,Lincolnshire,ENGLAND,46310,,,,TRUE
AGROSPHERE LIMITED,13660173,Active,ltd,,04-10-2021,[46310],,71-75 SHELTON STREET,LONDON,WC2H 9JQ,COVENT GARDEN,United Kingdom,ENGLAND,46310,,,,TRUE
AGROTOMY UK LIMITED,13043163,Active,ltd,,25-11-2020,[46310],,LYNWOOD HOUSE,ORPINGTON,BR6 8QE,CROFTON ROAD,Kent,UNITED KINGDOM,46310,,,,TRUE
AGROVISION UK LIMITED,13542221,Active,ltd,,02-08-2021,[46310],,HIGHLANDS HOUSE BASINGSTOKE ROAD,READING,RG7 1NT,SPENCERS WOOD,Berkshire,UNITED KINGDOM,46310,,,,TRUE
AGROVIT LTD,11100232,Active,ltd,,06-12-2017,[46310],,128 CITY ROAD,LONDON,EC1V 2NX,,,UNITED KINGDOM,46310,,,,TRUE
AGTN LTD,13762039,Active,ltd,,24-11-2021,[46310],,21 THAMES ROAD,BARKING,IG11 0HN,,,ENGLAND,46310,,,,TRUE
AGYAD LIMITED,14163376,Active,ltd,,09-06-2022,[46310],,APARTMENT 11,MANCHESTER,M15 6FD,114 BOUNDARY LANE,,ENGLAND,46310,,,,TRUE
AHMAD &SONS LTD,13249507,Active,ltd,,08-03-2021,[46310],,187 WELL STREET,LONDON,E9 6QU,,,ENGLAND,46310,,,,TRUE
AHMED EXOTIC LIMITED,3640011,Active,ltd,,29-09-1998,[46310],,P52-P53A WESTERN INTERNATIONAL,SOUTHALL,UB2 5XJ,MARKET HAYES ROAD,Middlsex,,46310,,,,TRUE
AI INTERNATIONAL FRUITS & VEG LTD,13082063,Active,ltd,,15-12-2020,[46310],,RUPOSHI,LUTON,LU1 1EW,160 DUNSTABLE ROAD,Bedfordshire,UNITED KINGDOM,46310,,,,TRUE
AIA VEG LTD,12463136,Active,ltd,,14-02-2020,[46310],,269A MAWNEY ROAD,ROMFORD,RM7 8DS,,Essex,ENGLAND,46310,,,,TRUE
AIDA UK TRADING LTD,12266341,Active,ltd,,16-10-2019,[46310],,4A STATION PARADE,LONDON,W5 3LD,UXBRIDGE ROAD,,ENGLAND,46310,,,,TRUE
AIN BROS TRADING LTD,14202202,Active,ltd,,28-06-2022,[46310],,32 RUGBY ROAD,DAGENHAM,RM9 4AL,,,ENGLAND,46310,,,,TRUE
045 LIMITED,13706736,Active,ltd,,27-10-2021,[86210],,"FLAT 16, FININGS COURT",BURTON-ON-TRENT,DE14 3TZ,THE MALTINGS,Staffordshire,ENGLAND,86210,,,,
1 ALLIANCE HEALTHCARE LTD,13793985,Active,ltd,,10-12-2021,[86210],,111 SANDHURST ROAD,London,NW9 9LJ,,,ENGLAND,86210,,,,
1 RAPID CLINICS LTD,13089797,Liquidation,ltd,,18-12-2020,[86210],,1 KINGS AVENUE,London,N21 3NA,WINCHMORE HILL,,,86210,,,,
1 STOP COVID SHOP LTD,SC696770,Active - Proposal to Strike off,ltd,,26-04-2021,[86210],,EDINBURGH HOUSE SUITE 324B EDINBURGH HOUSE,GLASGOW,G74 1LF,EAST KILBRIDE,,SCOTLAND,86210,,,,
10 YEARS YOUNGER LIMITED,12376627,Active,ltd,,23-12-2019,[86210],,261 NEWTON ROAD,WARRINGTON,WA3 1LA,LOWTON,Greater Manchester,UNITED KINGDOM,86210,,,,
101 HARLEY STREET LIMITED,13459041,Active,ltd,,16-06-2021,[86210],,101 HARLEY STREET,London,W1G 6AH,,,ENGLAND,86210,,,,
102 MEDICAL LTD,11697743,Active,ltd,,26-11-2018,[86210],,7 ASHRIDGE CLOSE,London,N3 3BT,,,ENGLAND,86210,,,,
10BAR LTD,8461929,Active,ltd,,26-03-2013,[86210],,20 QUEEN SQUARE,BATH,BA1 2HB,,Somerset,,86210,,,,
12 DREAMGARDENS LIMITED,7095687,Active,ltd,,04-12-2009,[86210],,66 EVELINE ROAD,MITCHAM,CR4 3LE,,Surrey,,86210,,,,
12 POINT CARE LIMITED,9214266,Active,ltd,,11-09-2014,[86210],,ORBITAL HOUSE 20,ROMFORD,RM1 3PJ,EASTERN ROAD,Essex,,86210,,,,
121 MEDICS LTD,10430374,Active,ltd,,17-10-2016,[86210],,ARQUEN HOUSE,ST. ALBANS,AL3 4PQ,4-6 SPICER STREET,Hertfordshire,UNITED KINGDOM,86210,,,,
123 CARE LTD,11816628,Active,ltd,,11-02-2019,[86210],,24 OLD BOND STREET,London,W1S 4AP,,,UNITED KINGDOM,86210,,,,
13000980 LIMITED,13000980,Active,ltd,,06-11-2020,[86210],,10 GRANDALE STREET,MANCHESTER,M14 5WG,,Greater Manchester,UNITED KINGDOM,86210,,,,
148 AFFILIATES LIMITED,10219194,Active,ltd,,07-06-2016,[86210],,"C/O ARTHUR G MEAD LTD, 4TH FLOOR FITZROVIA HOUSE,",London,W1T 6QW,153-157 CLEVELAND STREET,,UNITED KINGDOM,86210,,,,
15 MEDICAL LTD,7825166,Active,ltd,,27-10-2011,[86210],,GROUND FLOOR,WATFORD,WD17 1HZ,40 CLARENDON ROAD,,ENGLAND,86210,,,,
1986 MEDICAL CONSULTING LIMITED,14327065,Active,ltd,,31-08-2022,[86210],,THIRD FLOOR,LEEDS,LS1 5QS,10 SOUTH PARADE,West Yorkshire,ENGLAND,86210,,,,
1ST DOCTOR LIMITED,9313473,Active,ltd,,17-11-2014,[86210],,3RD FLOOR,London,SW7 4AG,114A CROMWELL ROAD,,ENGLAND,86210,,,,
1ST SPORT MEDICAL LTD,5863141,Active,ltd,,30-06-2006,[86210],,89 LEIGH ROAD,HANTS,SO50 9DQ,EASTLEIGH,,,86210,,,,
1ST-ENT LIMITED,8561592,Active,ltd,,07-06-2013,[86210],,ACCOUNTANCY HOUSE,London,SE1 6SW,90 WALWORTH ROAD,,,86210,,,,
20/20 OPTICS LIMITED,11641921,Active,ltd,,25-10-2018,[86210],,4 FAREHAM ROAD,FELTHAM,TW14 0EQ,,,ENGLAND,86210,,,,
2020 VISION PRO LTD,12425784,Active,ltd,,27-01-2020,[86210],,37 HARTLAND HOUSE,CARDIFF,CF11 0JE,FERRY COURT,,WALES,86210,,,,
207 HEALTHCARE GROUP LTD,13256006,Active,ltd,,10-03-2021,[86210],,207 TRING ROAD,AYLESBURY,HP20 1JH,,,,86210,,,,
215 CREATIVE ENTERPRISES LIMITED,9056350,Active,ltd,,27-05-2014,[86210],,191 OUTWOOD ROAD,CHEADLE,SK8 3LL,HEALD GREEN,,,86210,,,,
21GARDENS LTD,9954044,Active,ltd,,15-01-2016,[86210],,1 GERARD COURT,RUGBY,CV22 7GS,CAWSTON,,ENGLAND,86210,,,,
21ST CENTURY CLINIC LTD,3270642,Active,ltd,,29-10-1996,[86210],,"04 FROBISHER HOUSE, DOLPHIN SQUARE",London,SW1V 3LL,DOLPHIN SQUARE,,ENGLAND,86210,,,,
21ST CENTURY HEALTHCARE LIMITED,8003559,Active,ltd,,23-03-2012,[86210],,"CHP, CLIFTON HOUSE",CARDIFF,CF24 1LE,FOUR ELMS ROAD,,,86210,,,,
21ST CENTURY PSYCHOTHERAPY LTD,13633641,Active,ltd,,21-09-2021,[86210],,63A CASTLE STREET,STOCKPORT,SK3 9AT,,,ENGLAND,86210,,,,
221 BEE LIMITED,14481654,Active,ltd,,14-11-2022,[86210],,FIRST FLOOR,MANCHESTER,M2 3NG,49 PETER STREET,,UNITED KINGDOM,86210,,,,
222 HEALTHCARE SERVICES LIMITED,13736366,Active,ltd,,10-11-2021,[86210],,2ND FLOOR GROVE HOUSE,HARROW,HA1 3AW,55 LOWLANDS ROAD,Middlesex,UNITED KINGDOM,86210,,,,
24 HOUR MEDICAL LTD,14080827,Active,ltd,,03-05-2022,[86210],,26 STREATHAM HIGH ROAD,London,SW16 1DB,,,ENGLAND,86210,,,,
24/7 ECP SERVICES LIMITED,9816410,Active,ltd,,08-10-2015,[86210],,36 MILL ROAD,NORWICH,NR9 3DP,HETHERSETT,,UNITED KINGDOM,86210,,,,
26 MEDICAL CONSULTANCY LIMITED,14005281,Active,ltd,,28-03-2022,[86210],,26 HARDWICK ROAD,SUTTON COLDFIELD,B74 3BX,,,ENGLAND,86210,,,,
29 FLEET STREET LIMITED,7343392,Active,ltd,,11-08-2010,[86210],,29 FLEET STREET,CITY,EC4Y 1AA,,London,,86210,,,,
290 CREW LIMITED,8638477,Active,ltd,,05-08-2013,[86210],,HOLMEWOOD,"GREAT BROUGHTON, MIDDLESBROUGH",TS9 7HF,THE HOLME,North Yorkshire,,86210,,,,
2A DIAGNOSTICS LIMITED,9674722,Active,ltd,,07-07-2015,[86210],,"SUITE 2, GROUND FLOOR, BLOCK Z ISLAND BUSINESS CENTRE",London,SE18 6PF,18 -36 WELLINGTON STREET,,UNITED KINGDOM,86210,,,,
2AH LIMITED,14376980,Active,ltd,,26-09-2022,[86210],,22 MALCOLMSON CLOSE,BIRMINGHAM,B15 3LS,,West Midlands,UNITED KINGDOM,86210,,,,
3 GREAT GABLES LIMITED,8923754,Active,ltd,,05-03-2014,[86210],,3 GREAT GABLES,STEVENAGE,SG1 6GL,GREAT ASHBY,Hertfordshire,ENGLAND,86210,,,,
360 HEALTH CLINIC LIMITED,13654527,Active,ltd,,30-09-2021,[86210],,2ND FLOOR,London,W1W 7BR,10-12 BOURLET CLOSE,London,ENGLAND,86210,,,,
360 WELLNESS UK LIMITED,8098034,Active,ltd,,08-06-2012,[86210],,CHURCH COURT,HALESOWEN,B63 3TT,STOUBRIDGE ROAD,West Midlands,ENGLAND,86210,,,,
3A LOCUM LIMITED,8937325,Active,ltd,,13-03-2014,[86210],,"3RD FLOOR, INTERNATIONAL HOUSE",WALSALL,WS4 2LA,20 HATHERTON STREET,West Midlands,UNITED KINGDOM,86210,,,,
3AK CONSULTANCY LTD,14221357,Active,ltd,,07-07-2022,[86210],,85 BURDON LANE,SUTTON,SM2 7BZ,CHEAM,Surrey,UNITED KINGDOM,86210,,,,
3D HEALTH UK LIMITED,10964263,Active,ltd,,14-09-2017,[86210],,SUITE 1B FIELD BARNS CASTLE FARM BARNS,DEDDINGTON,OX15 0TP,CLIFTON ROAD,Oxfordshire,UNITED KINGDOM,86210,,,,
3G MEDICAL LIMITED,9540139,Active,ltd,,14-04-2015,[86210],,OFFICE 30 AMITY HOUSE,DARLINGTON,DL3 7EE,5-7 CONISCLIFFE ROAD,,ENGLAND,86210,,,,
3GEMS HEALTH AND BEAUTY LTD,5880574,Active,ltd,,19-07-2006,[86210],,88 MEADOW ROAD,Essex,RM16 2EX,GRAYS,,,86210,,,,
3HM LTD,10248157,Active,ltd,,23-06-2016,[86210],,28 FORSYTHIA DRIVE,CARDIFF,CF23 7HP,,,WALES,86210,,,,
3IAM LTD,10058743,Active,ltd,,11-03-2016,[86210],,64 SOUTHWARK BRIDGE ROAD,London,SE1 0AS,,,ENGLAND,86210,,,,
3K AND I LIMITED,11771264,Active,ltd,,16-01-2019,[86210],,26 ALLONBY WAY,AYLESBURY,HP21 7JA,,Buckinghamshire,UNITED KINGDOM,86210,,,,
3N&S INVESTMENTS LIMITED,9135912,Active,ltd,,17-07-2014,[86210],,THE OLD COURT HOUSE,CHATHAM,ME4 6BE,NEW ROAD AVENUE,Kent,ENGLAND,86210,,,,
3SIXTY CARE LIMITED,9145459,Active,ltd,,24-07-2014,[86210],,"ST MARY'S HOSPITAL, HUXLOW HOUSE",KETTERING,NN15 7PW,London ROAD,,ENGLAND,86210,,,,
3T LEASING LIMITED,7198524,Active,ltd,,22-03-2010,[86210],,UNIT 7 THE PAVILLIONS BRIGHTON ROAD,CRAWLEY,RH11 9BJ,PEASE POTTAGE,,ENGLAND,86210,,,,
3VHEALTHCARE LIMITED,6733977,Active,ltd,,27-10-2008,[86210],,3MC SISKIN DRIVE,COVENTRY,CV3 4FJ,MIDDLEMARCH BUSINESS PARK,,ENGLAND,86210,,,,
4 DPEEES CONSULTS LIMITED,14250242,Active,ltd,,22-07-2022,[86210],,133 QUEENS ROAD,CROYDON,CR0 2PX,,,ENGLAND,86210,,,,
4 FED HEALTHCARE LIMITED,10642364,Active,ltd,,28-02-2017,[86210],,"WILLOW VIEW FIELD FARM BUSINESS CENTRE,",SAPCOTE,LE9 4LH,HINCKLEY ROAD,Leicestershire,ENGLAND,86210,,,,
4 J'S MEDICAL SERVICES LIMITED,7177693,Active,ltd,,04-03-2010,[86210],,SUTTON HOUSE,WARRINGTON,WA1 1PG,27 WILSON PATTEN STREET,Cheshire,,86210,,,,
4 SEASONS MEDICAL CENTRE LTD,3679849,Active,ltd,,07-12-1998,[86210],,ORFORD JUBILEE PARK HEALTH CENTRE JUBILEE WAY,WARRINGTON,WA2 8HE,ORFORD,Cheshire,,86210,,,,
4-D SPECIALIST SERVICES LIMITED,11066361,Active,ltd,,15-11-2017,[86210],,2 BROOM GARDENS FROG LANE,CHIPPENHAM,SN14 6DX,HULLAVINGTON,,UNITED KINGDOM,86210,,,,
402 LIMITED,7675489,Active,ltd,,21-06-2011,[86210],,6 NOTTINGHAM ROAD,NOTTINGHAM,NG10 1HP,LONG EATON,Nottinghamshire,,86210,,,,
4A CONSULTANCY LTD,11596375,Active - Proposal to Strike off,ltd,,29-09-2018,[86210],,85 BURDON LANE,SUTTON,SM2 7BZ,CHEAM,UK,UNITED KINGDOM,86210,,,,
4AGM LTD,13754122,Active,ltd,,19-11-2021,[86210],,438 STREATHAM HIGH ROAD,London,SW16 3PX,,,UNITED KINGDOM,86210,,,,
4BETA LIMITED,9969848,Active,ltd,,26-01-2016,[86210],,FLAT 2,London,SE15 5QS,SUMNER ROAD,,ENGLAND,86210,,,,
4CEES LIMITED,14193266,Active,ltd,,24-06-2022,[86210],,21 ORANGETIP GARDENS,NEWCASTLE UPON TYNE,NE13 9EG,,,UNITED KINGDOM,86210,,,,
4COURT HEALTHCARE LIMITED,7407162,Active,ltd,,14-10-2010,[86210],,RICHMOND HOUSE,BLACKBURN,BB1 7ED,50 TONTINE STREET,,ENGLAND,86210,,,,
4D MEDICAL LTD,9094603,Active,ltd,,19-06-2014,[86210],,9 WELLESLEY DRIVE,WINCHESTER,SO21 2FJ,WORTHY DOWN,,ENGLAND,86210,,,,
4DS HEALTHCARE LTD,11977237,Active,ltd,,03-05-2019,[86210],,20-22 WENLOCK ROAD,London,N1 7GU,,,ENGLAND,86210,,,,
4KV HEALTH CARE LTD,12606396,Active,ltd,,15-05-2020,[86210],,31 RIVERSDELL CLOSE,CHERTSEY,KT16 9JW,,,ENGLAND,86210,,,,
4MED LIMITED,7594660,Active,ltd,,06-04-2011,[86210],,THE OLD HOUSE MILL ROAD,SHREWSBURY,SY3 9JT,MEOLE BRACE,SHROPSHIRE,,86210,,,,
4NEWAYS LTD,13322192,Active,ltd,,08-04-2021,[86210],,1 HARTS GREEN CLOSE,BIRMINGHAM,B32 3AQ,,,ENGLAND,86210,,,,
4T LIMITED,12449393,Active,ltd,,07-02-2020,[86210],,10 THE LANCERS,WOODBRIDGE,IP12 4TZ,,Suffolk,UNITED KINGDOM,86210,,,,
4T OKPARA LIMITED,10501667,Active,ltd,,29-11-2016,[86210],,41 BROUGHTON ROAD,THORNTON HEATH,CR7 6AG,,,UNITED KINGDOM,86210,,,,
4TELERAD LTD,13692596,Active,ltd,,20-10-2021,[86210],,DAMER HOUSE,WICKFORD,SS12 9HA,MEADOW WAY,Essex,UNITED KINGDOM,86210,,,,
4W CLINICAL SERVICES LTD,12241976,Active - Proposal to Strike off,ltd,,03-10-2019,[86210],,50 HARMSWORTH CRESCENT,HOVE,BN3 8BU,,East Sussex,UNITED KINGDOM,86210,,,,
5 STAR LOCUMS LIMITED,14405772,Active,ltd,,07-10-2022,[86210],,68 NEEDLERS END LANE,COVENTRY,CV7 7AB,BALSALL COMMON,,ENGLAND,86210,,,,
532 LTD,12129956,Active,ltd,,30-07-2019,[86210],,1 THE OAKS,BENFLEET,SS7 1FR,,,ENGLAND,86210,,,,
58 QUEEN SQUARE LIMITED,5920049,Active,ltd,,31-08-2006,[86210],,58 QUEEN SQUARE,BRISTOL,BS1 4LF,,,,86210,,,,
5A MEDICS LTD,14048650,Active,ltd,,14-04-2022,[86210],,SUITE 404 DAISYFIELD BUSINESS CENTRE,BLACKBURN,BB1 3BL,APPLEBY STREET,,ENGLAND,86210,,,,
5B3A LIMITED,13316730,Active,ltd,,06-04-2021,[86210],,MILTON HOUSE MILTON HOUSE,AYLESBURY,HP19 8EA,GATEHOUSE ROAD,,ENGLAND,86210,,,,
5GORECONN LIMITED,12232813,Active,ltd,,30-09-2019,[86210],,"4TH FLOOR, FITZROVIA HOUSE",London,W1T 6QW,153-157 CLEVELAND STREET,,UNITED KINGDOM,86210,,,,
5M MEDICS LTD,13309047,Active,ltd,,01-04-2021,[86210],,409 STREETSBROOK ROAD,SOLIHULL,B91 1RF,,,ENGLAND,86210,,,,
5TH AVENUE MEDICAL CLINIC LTD,11099147,Active,ltd,,06-12-2017,[86210],,7 UPPER TOOTING ROAD,London,SW17 7TS,,,ENGLAND,86210,,,,
6 C'S HEALTH LTD.,9903826,Active,ltd,,07-12-2015,[86210],,37 CHAPEL ROAD,BEXLEYHEATH,DA7 4HW,,,ENGLAND,86210,,,,
692 LIMITED,7525962,Active,ltd,,10-02-2011,[86210],,80 WAYSIDE ROAD,ST LEONARDS,BH24 2SJ,,Dorset,ENGLAND,86210,,,,
7 STAR HEALTH LIMITED,14030928,Active,ltd,,06-04-2022,[86210],,71-75 SHELTON STREET,London,WC2H 9JQ,COVENT GARDEN,,UNITED KINGDOM,86210,,,,
76 HARLEY STREET LIMITED,6301876,Active,ltd,,04-07-2007,[86210],,76 HARLEY STREET,London,W1G 7HH,,,,86210,,,,
77 PESH LTD,13847360,Active,ltd,,13-01-2022,[86210],,3 CHORLEY WAY,COVENTRY,CV6 3LL,,West Midlands,UNITED KINGDOM,86210,,,,
786 MEDICAL SERVICES LTD,14312290,Active,ltd,,23-08-2022,[86210],,24 OSWALD ROAD,MANCHESTER,M21 9LP,CHORLTON CUM HARDY,Greater Manchester,UNITED KINGDOM,86210,,,,
786MM LTD,14077424,Active,ltd,,29-04-2022,[86210],,15 HAVISHAM APARMENT,London,E15 1AX,18 GROVE CRESCENT ROAD,,UNITED KINGDOM,86210,,,,
8 MEDICAL LIMITED,12306122,Active,ltd,,08-11-2019,[86210],,ELFED HOUSE OAK TREE COURT,CARDIFF,CF23 8RS,CARDIFF GATE BUSINESS PARK,CARDIFF,UNITED KINGDOM,86210,,,,
8 SENSE CLINIC LIMITED,12478898,Active,ltd,,24-02-2020,[86210],,8-9 SOHO SQUARE,London,W1D 3QD,,,ENGLAND,86210,,,,
81 MEDICAL LTD,12547237,Active,ltd,,06-04-2020,[86210],,"ELFED HOUSE OAK TREE COURT, MULBERRY DRIVE",CARDIFF,CF23 8RS,CARDIFF GATE BUSINESS PARK,,UNITED KINGDOM,86210,,,,
88 MAYFAIR CONSULTANCY LIMITED,12255074,Active,ltd,,10-10-2019,[86210],,63 MAYFAIR AVENUE,ILFORD,IG1 3DQ,,,UNITED KINGDOM,86210,,,,
8T LIMITED,8664317,Active,ltd,,27-08-2013,[86210],,85 WOODLANDS,NORTHAMPTON,NN4 5BZ,GRANGE PARK,,,86210,,,,
8T5 LIMITED,10468504,Active,ltd,,08-11-2016,[86210],,15 BRIDGE ROAD,TELFORD,TF1 1EB,WELLINGTON,SHROPSHIRE,UNITED KINGDOM,86210,,,,
90 SLOANE STREET LIMITED,6631522,Active,ltd,,26-06-2008,[86210],,90 SLOANE STREET,London,SW1X 9PQ,,,,86210,,,,
92 HARLEY STREET LIMITED,10709045,Active,ltd,,04-04-2017,[86210],,INSTITUTE OF REPRODUCTIVE SCIENCES ALEC ISSIGONIS WAY,OXFORD,OX4 2HW,OXFORD BUSINESS PARK NORTH,,ENGLAND,86210,,,,
999111 LIMITED,11043404,Active,ltd,,02-11-2017,[86210],,LUMANERI HOUSE BLYTHE GATE,SOLIHULL,B90 8AH,BLYTHE VALLEY PARK,West Midlands,UNITED KINGDOM,86210,,,,
A & A MEDICAL LIMITED,10519603,Active,ltd,,09-12-2016,[86210],,NORTHSIDE HOUSE,BARNET,EN4 9EE,MOUNT PLEASANT,,ENGLAND,86210,,,,
A & A OPHTHALMICS LTD,13816047,Active,ltd,,23-12-2021,[86210],,17 HARLEY GARDENS,LEEDS,LS13 4QB,,West Yorkshire,ENGLAND,86210,,,,
A & A STEVENSON LIMITED,12370627,Active,ltd,,19-12-2019,[86210],,3 FILERS WAY WESTON GATEWAY,WESTON-SUPER-MARE,BS24 7JP,BUSINESS PARK,Somerset,UNITED KINGDOM,86210,,,,
A & A VENTURES LIMITED,7942069,Active,ltd,,08-02-2012,[86210],,3 NORMANDY GROVE,NORWICH,NR5 0WR,NEW COSTESSEY,,UNITED KINGDOM,86210,,,,
A & CO MEDICAL GROUP LTD,12338295,Active,ltd,,28-11-2019,[86210],,84 HIGHER SWAN LANE,BOLTON,BL3 3AT,,,ENGLAND,86210,,,,
A & E SACHDEV OPHTHALMOLOGY LIMITED,14389060,Active,ltd,,30-09-2022,[86210],,SAGGAR HOUSE,WORCESTER,WR1 2PG,PRINCES DRIVE,,ENGLAND,86210,,,,
A & EJ ADAM LTD,7906065,Active,ltd,,11-01-2012,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,,,86210,,,,
A & J MEDICALS LIMITED,7759763,Active,ltd,,01-09-2011,[86210],,4 CARLTON AVENUE,HARROW,HA3 8AY,,Middlesex,,86210,,,,
A & J MURDOCH CONSULTANCY LIMITED,10441662,Active,ltd,,24-10-2016,[86210],,40 HOGHTON STREET,SOUTHPORT,PR9 0PQ,,,ENGLAND,86210,,,,
A & M ABBOT MEDICALS LTD,9289381,Active,ltd,,31-10-2014,[86210],,39 ARKWRIGHT ROAD,SOUTH CROYDON,CR2 0LP,,,ENGLAND,86210,,,,
A & M FAWAD LTD,14217928,Active,ltd,,06-07-2022,[86210],,"SUITES 5 & 6, THE PRINTWORKS HEY ROAD",CLITHEROE,BB7 9WB,BARROW,Lancashire,ENGLAND,86210,,,,
A & M PODMEDICS LIMITED,7459303,Active,ltd,,03-12-2010,[86210],,13 MARSH PARADE,SOUTHAMPTON,SO45 6AN,HYTHE,,ENGLAND,86210,,,,
A & P HEALTHCARE LTD,13828082,Active,ltd,,04-01-2022,[86210],,17 ASPEN WAY,GLOUCESTER,GL3 4GY,BROCKWORTH,,ENGLAND,86210,,,,
A & P MEDICAL LIMITED,7302200,Active,ltd,,02-07-2010,[86210],,2 HOLLAND ROAD,MANCHESTER,M8 4NP,,,,86210,,,,
A & R LIMITED,6417315,Liquidation,ltd,,05-11-2007,[86210],,C/O CLARKE BELL LIMITED,MANCHESTER,M2 4NG,3RD FLOOR THE PINNACLE 73,,,86210,,,,
A & R MEDICAL (Suffolk) LTD,10655493,Active,ltd,,07-03-2017,[86210],,"CARLTON PARK HOUSE, CARLTON PARK INDUSTRIAL ESTATE",SAXMUNDHAM,IP17 2NL,"MAIN ROAD, CARLTON",,ENGLAND,86210,,,,
A & S MAAN LIMITED,11447534,Active,ltd,,04-07-2018,[86210],,RAMSAY BROWN LLP THE BRENTANO SUITE,NORTH FINCHLEY,N12 8QJ,SOLAR HOUSE 915 HIGH ROAD,London,UNITED KINGDOM,86210,,,,
A & S MEDICAL SERVICES LTD.,SC261160,Active,ltd,,21-12-2003,[86210],,41 CRAW ROAD,,PA2 6AD,PAISLEY,,,86210,,,,
A & V HEALTHCARE MIDLANDS LIMITED,13713967,Active,ltd,,01-11-2021,[86210],,7 SPRINGHILL ROAD,WALSALL,WS8 6BX,BROWNHILLS,West Midlands,UNITED KINGDOM,86210,,,,
A 2 Z MED LTD,8787130,Active,ltd,,22-11-2013,[86210],,25 SILVER TREE CLOSE,WALTON-ON-THAMES,KT12 1NW,,Surrey,ENGLAND,86210,,,,
A A  GLOBAL MEDICAL SERVICES LTD,8131128,Active - Proposal to Strike off,ltd,,05-07-2012,[86210],,6 THORNTON ROAD,BIRMINGHAM,B8 2LG,,,ENGLAND,86210,,,,
A A K HEALTHCARE LIMITED,4816914,Active,ltd,,01-07-2003,[86210],,5 BASSETT GARDENS,EPPING,CM16 6DB,NORTH WEALD,,ENGLAND,86210,,,,
A AHMED MEDICAL LTD,12893799,Active,ltd,,21-09-2020,[86210],,19 ALBURY DRIVE,ROCHDALE,OL12 7SX,,,ENGLAND,86210,,,,
A ALI HEALTHCARE LIMITED,10465186,Active,ltd,,07-11-2016,[86210],,41 CRUMPSALL LANE,MANCHESTER,M8 4ED,,,UNITED KINGDOM,86210,,,,
A AND M CT LIMITED,NI686569,Active,ltd,,14-03-2022,[86210],,405 LISBURN ROAD,BELFAST,BT9 7EW,,,NORTHERN IRELAND,86210,,,,
A AND ZEE LTD,11853076,Active,ltd,,28-02-2019,[86210],,2 MANOR COURT,LEEDS,LS11 8LQ,MANOR MILL LANE,,ENGLAND,86210,,,,
A ARAIN LIMITED,10958550,Active,ltd,,12-09-2017,[86210],,1 TIPLADY WALK,BLACKBURN,BB1 5ET,,,ENGLAND,86210,,,,
A B MEDICS (UK) LTD,7829996,Active,ltd,,01-11-2011,[86210],,THE COUNTING HOUSE,LUTTERWORTH,LE17 4AY,HIGH STREET,Leicestershire,ENGLAND,86210,,,,
A B WILLIAMS LIMITED,6970738,Active,ltd,,23-07-2009,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,,,86210,,,,
A BANERJEE LTD.,7182563,Active,ltd,,09-03-2010,[86210],,SWAN HOUSE WESTPOINT ROAD,STOCKTON-ON-TEES,TS17 6BP,TEESDALE BUSINESS PARK,,,86210,,,,
A BELL MEDICAL AESTHETICS LTD.,NI672577,Active,ltd,,14-09-2020,[86210],,7 GLASTRY ROAD,NEWTOWNARDS,BT22 2QX,KIRCUBBIN,,NORTHERN IRELAND,86210,,,,
A CHAMBERLAIN MEDICAL LTD,13336371,Active,ltd,,15-04-2021,[86210],,FIRST FLOOR,HAILSHAM,BN27 1AL,HIGH STREET,East Sussex,ENGLAND,86210,,,,
A CHAUDHRYS LTD,7751971,Active,ltd,,24-08-2011,[86210],,2 WHEELEYS ROAD,BIRMINGHAM,B15 2LD,EDGBASTON,West Midlands,,86210,,,,
A D RICHARDS LIMITED,4796674,Active,ltd,,12-06-2003,[86210],,SUTTON HILL HOUSE,HAVERFORDWEST,SA62 3LS,PORTFIELD GATE,DYFED,,86210,,,,
A DADHIWALA LIMITED,7290500,Active,ltd,,21-06-2010,[86210],,29 ASTER CHASE,DARWEN,BB3 0QX,LOWER DARWEN,Lancashire,ENGLAND,86210,,,,
A DARAKHSHAN LTD,9026957,Active,ltd,,07-05-2014,[86210],,7 LINDUM TERRACE,LINCOLN,LN2 5RP,,Lincolnshire,,86210,,,,
A DE BEER CONTRACTS LIMITED,8121253,Active,ltd,,27-06-2012,[86210],,SJD ACCOUNTANCY KD TOWER,HEMEL HEMPSTEAD,HP1 1FW,COTTERELLS,Hertfordshire,,86210,,,,
A ESMAIL MEDICAL LTD,14055118,Active,ltd,,19-04-2022,[86210],,36 GROVE FARM PARK,NORTHWOOD,HA6 2BQ,,,ENGLAND,86210,,,,
